Date,Price,Open,High,Low,Vol.,Change %
12/20/2021,85.7,85.795,85.835,85.75,0.00K,0.39%
12/17/2021,85.37,85.81,85.815,85.78,0.00K,-0.18%
12/16/2021,85.52,85.86,85.885,85.815,0.00K,-0.21%
12/15/2021,85.7,85.775,85.805,85.75,0.01K,0.16%
12/14/2021,85.56,85.795,85.925,85.68,0.01K,-0.06%
12/13/2021,85.61,85.775,85.925,85.65,0.01K,0.13%
12-10-21,85.5,85.725,85.81,85.68,0.00K,-0.19%
12-09-21,85.66,85.795,85.825,85.73,0.01K,0.11%
12-08-21,85.57,85.715,85.925,85.685,0.01K,-0.11%
12-07-21,85.66,85.795,85.925,85.705,0.01K,0.06%
12-06-21,85.61,85.795,85.925,85.705,0.01K,0.20%
12-03-21,85.44,85.755,85.905,85.625,0.00K,-0.21%
12-02-21,85.62,85.775,85.925,85.71,0.01K,0.01%
12-01-21,85.61,85.795,85.925,85.705,0.01K,0.00%
11/30/2021,85.61,85.775,85.925,85.705,0.01K,-0.01%
11/29/2021,85.62,85.795,86.4,85.71,0.01K,-0.02%
11/26/2021,85.64,85.715,86.305,85.715,0.00K,-0.17%
11/25/2021,85.79,85.975,85.975,85.775,0.00K,0.11%
11/24/2021,85.7,85.925,85.925,85.75,0.01K,0.12%
11/23/2021,85.6,85.795,85.975,85.7,0.01K,-0.01%
11/22/2021,85.61,85.775,85.925,85.705,0.01K,-0.63%
11/19/2021,86.155,86.14,86.155,86.14,0.00K,0.68%
11/18/2021,85.57,85.775,85.925,85.685,0.01K,0.01%
11/17/2021,85.56,85.795,85.83,85.68,0.01K,-0.16%
11/16/2021,85.7,85.775,85.83,85.75,0.01K,-0.10%
11/15/2021,85.79,85.775,85.795,85.775,0.01K,0.26%
11-12-21,85.57,85.735,85.985,85.69,0.01K,-0.21%
11-11-21,85.75,85.825,85.825,85.775,0.00K,0.11%
11-10-21,85.66,85.745,85.8,85.705,0.01K,0.12%
11-09-21,85.56,85.745,85.825,85.655,0.01K,-0.04%
11-08-21,85.59,85.725,85.95,85.545,0.01K,0.23%
11-05-21,85.39,85.775,85.79,85.73,0.00K,-0.21%
11-04-21,85.57,85.775,85.81,85.615,0.01K,0.05%
11-03-21,85.53,85.925,85.925,85.615,0.01K,-0.08%
11-02-21,85.6,85.675,85.74,85.585,0.01K,0.15%
11-01-21,85.47,85.675,85.735,85.585,0.01K,0.07%
10/29/2021,85.41,85.66,85.81,85.585,,-0.18%
10/28/2021,85.56,85.925,85.925,85.58,0.01K,0.06%
10/27/2021,85.51,85.645,85.925,85.57,0.01K,-0.05%
10/26/2021,85.55,85.625,85.925,85.6,0.01K,0.08%
10/25/2021,85.48,85.625,85.925,85.565,0.01K,0.26%
10/22/2021,85.26,85.69,85.77,85.515,0.00K,-0.27%
10/21/2021,85.49,85.645,85.89,85.43,0.01K,0.27%
10/20/2021,85.26,85.675,85.675,85.665,0.00K,-0.11%
10/19/2021,85.35,85.615,85.72,85.485,0.02K,-0.12%
10/18/2021,85.45,85.645,85.71,85.55,0.01K,0.45%
10/15/2021,85.07,85.64,85.655,85.585,0.00K,-0.33%
10/14/2021,85.35,85.625,85.825,85.495,0.01K,0.01%
10/13/2021,85.34,85.925,85.95,85.495,0.01K,0.12%
10-12-21,85.24,85.775,85.85,85.4,0.02K,-0.36%
10-11-21,85.55,85.625,85.625,85.575,0.01K,0.41%
10-08-21,85.2,85.565,85.565,85.565,,-0.20%
10-07-21,85.37,85.875,85.95,85.485,0.01K,-0.11%
10-06-21,85.46,85.76,85.965,85.475,0.01K,-0.08%
10-05-21,85.53,85.64,85.825,85.475,0.01K,0.34%
10-04-21,85.24,85.475,85.66,85.37,0.01K,-0.02%
10-01-21,85.26,85.725,85.765,85.64,0.00K,-0.40%
09/30/2021,85.6,85.475,85.66,85.465,0.01K,0.36%
09/29/2021,85.29,85.65,85.695,85.295,0.01K,0.24%
09/28/2021,85.09,85.545,85.68,85.245,0.02K,0.40%
09/27/2021,84.75,85.46,85.575,84.98,0.01K,0.17%
09/24/2021,84.61,85.16,85.17,85.095,0.00K,-0.35%
09/23/2021,84.91,85.275,85.49,85.105,0.01K,-0.32%
09/22/2021,85.18,85.275,85.395,85.24,0.01K,0.24%
09/21/2021,84.98,85.275,85.395,85.14,0.02K,0.41%
09/20/2021,84.63,85.31,85.345,84.94,0.01K,-0.13%
09/17/2021,84.74,85.275,85.3,85.105,0.00K,-0.60%
09/16/2021,85.25,85.175,85.315,85.14,0.01K,0.60%
09/15/2021,84.74,85.225,85.315,84.97,0.01K,-0.54%
09/14/2021,85.2,85.175,85.24,85.115,0.01K,0.26%
09/13/2021,84.98,85.2,85.235,85.09,0.01K,0.58%
09-10-21,84.49,85.025,85.035,84.95,0.00K,-0.38%
09-09-21,84.81,85.175,85.22,85.005,0.01K,0.00%
09-08-21,84.81,85.175,85.245,85.005,0.01K,0.32%
09-07-21,84.54,85.175,85.27,84.87,0.01K,-0.72%
09-06-21,85.15,85.175,85.225,85.175,0.01K,0.20%
09-02-21,84.98,85.175,85.235,85.09,0.01K,0.40%
09-01-21,84.64,85.15,85.24,84.92,0.01K,-0.46%
08/31/2021,85.03,85.35,85.35,85.14,0.01K,0.40%
08/30/2021,84.69,85.25,85.27,85.08,0.00K,-0.26%
08/27/2021,84.91,85.275,85.285,85.19,0.00K,-0.40%
08/26/2021,85.25,85.15,85.36,85.14,0.02K,0.54%
08/25/2021,84.79,85.125,85.405,84.97,0.01K,0.06%
08/24/2021,84.74,85.225,85.355,84.945,0.01K,-0.08%
08/23/2021,84.81,85.075,85.27,84.955,0.01K,0.39%
08/20/2021,84.48,85.085,85.105,84.97,0.00K,-0.47%
08/19/2021,84.88,84.9,85.185,84.765,0.01K,0.35%
08/18/2021,84.58,84.94,85.055,84.77,0.01K,0.00%
08/17/2021,84.58,84.87,85.12,84.63,0.01K,0.26%
08/16/2021,84.36,84.82,85.08,84.46,0.02K,0.33%
08/13/2021,84.08,84.66,84.66,84.61,0.00K,-0.20%
08-12-21,84.25,84.82,84.965,84.545,0.01K,-0.09%
08-11-21,84.33,84.83,84.95,84.585,0.01K,-0.17%
08-10-21,84.47,84.82,84.96,84.65,0.01K,-0.01%
08-09-21,84.48,84.82,84.985,84.51,0.01K,0.37%
08-06-21,84.17,84.67,84.67,84.67,,-0.05%
08-05-21,84.21,84.82,84.98,84.51,0.01K,-0.71%
08-03-21,84.81,84.805,84.82,84.805,0.01K,0.01%
08-02-21,84.8,84.81,84.81,84.795,0.01K,0.65%
07/30/2021,84.25,84.875,84.885,84.805,0.00K,-0.25%
07/29/2021,84.46,84.805,85.07,84.615,0.01K,0.05%
07/28/2021,84.42,84.805,85.04,84.475,0.01K,-0.45%
07/27/2021,84.8,84.805,84.805,84.805,,0.00%
07/26/2021,84.8,84.805,84.805,84.805,,0.78%
07/23/2021,84.14,84.825,84.855,84.67,0.00K,-0.57%
07/22/2021,84.62,84.885,84.885,84.885,,-0.20%
07/19/2021,84.79,84.805,84.805,84.795,0.01K,-0.01%
07/15/2021,84.8,84.805,84.805,84.805,,0.00%
07/14/2021,84.8,84.805,84.805,84.805,,0.00%
07/13/2021,84.8,84.805,84.805,84.805,,0.34%
07-12-21,84.51,84.805,84.85,84.66,0.01K,0.46%
07-09-21,84.12,84.785,84.805,84.615,0.00K,-0.60%
07-08-21,84.63,84.805,84.84,84.72,0.01K,0.00%
07-07-21,84.63,84.805,84.835,84.72,0.01K,0.25%
07-06-21,84.42,84.805,84.86,84.615,0.01K,-0.25%
07-05-21,84.63,84.85,84.85,84.72,0.01K,0.34%
07-02-21,84.34,84.825,84.825,84.825,,-0.07%
07-01-21,84.4,84.755,84.93,84.67,0.00K,-0.20%
06/30/2021,84.57,84.73,84.87,84.665,0.01K,-0.07%
06/29/2021,84.63,84.805,84.86,84.72,0.01K,0.23%
06/28/2021,84.44,84.805,84.89,84.62,0.01K,0.29%
06/25/2021,84.2,84.725,84.725,84.64,0.00K,-0.37%
06/24/2021,84.51,84.805,84.895,84.655,0.01K,0.18%
06/23/2021,84.36,84.795,84.875,84.58,0.01K,-0.04%
06/22/2021,84.39,84.795,84.86,84.595,0.01K,-0.14%
06/21/2021,84.51,84.795,84.845,84.655,0.01K,0.07%
06/18/2021,84.45,84.78,84.78,84.78,,-0.20%
06/17/2021,84.62,84.805,84.84,84.71,0.01K,-0.01%
06/16/2021,84.63,84.795,84.835,84.715,0.01K,0.01%
06/15/2021,84.62,84.795,84.835,84.71,0.01K,0.27%
06/14/2021,84.39,84.805,85.03,84.57,0.01K,0.06%
06-11-21,84.34,84.71,84.945,84.625,0.00K,-0.54%
06-10-21,84.8,84.795,84.805,84.795,0.01K,0.34%
06-09-21,84.51,84.805,84.855,84.625,0.01K,0.07%
06-08-21,84.45,84.795,84.855,84.54,0.01K,0.20%
06-07-21,84.28,84.795,84.925,84.405,0.01K,0.32%
06-04-21,84.01,84.62,84.64,84.515,0.00K,-0.45%
06-03-21,84.39,84.795,84.86,84.595,0.01K,-0.27%
06-02-21,84.62,84.795,84.835,84.71,0.00K,0.26%
06-01-21,84.4,84.795,84.845,84.6,0.01K,-0.17%
05/31/2021,84.54,84.795,84.86,84.67,0.01K,0.31%
05/28/2021,84.28,84.775,84.785,84.69,0.00K,-0.40%
05/27/2021,84.62,84.795,84.83,84.71,0.01K,0.46%
05/26/2021,84.23,84.7,84.895,84.56,0.00K,-0.33%
05/25/2021,84.51,84.795,84.865,84.595,0.01K,0.14%
05/24/2021,84.39,84.795,85.005,84.535,0.01K,0.14%
05/21/2021,84.27,84.81,84.835,84.72,0.01K,-0.41%
05/20/2021,84.62,84.795,84.9,84.71,0.01K,0.00%
05/19/2021,84.62,84.795,84.84,84.655,0.01K,0.13%
05/18/2021,84.51,84.795,84.84,84.655,0.01K,0.00%
05/17/2021,84.51,84.795,84.845,84.655,0.01K,0.54%
05/14/2021,84.06,84.79,84.79,84.605,0.01K,-0.46%
05/13/2021,84.45,84.78,84.785,84.78,0.00K,-0.20%
05-12-21,84.62,84.795,84.835,84.71,0.00K,0.27%
05-11-21,84.39,84.795,84.85,84.595,0.01K,-0.07%
05-10-21,84.45,84.885,84.91,84.8,0.00K,0.20%
05-07-21,84.28,84.745,84.87,84.575,0.00K,-0.40%
05-06-21,84.62,84.795,84.94,84.545,0.01K,0.39%
05-05-21,84.29,84.795,84.94,84.545,0.01K,-0.39%
05-04-21,84.62,84.795,84.835,84.71,0.01K,0.00%
05-03-21,84.62,84.795,84.965,84.54,0.01K,0.40%
04/30/2021,84.28,84.745,84.88,84.575,0.00K,-0.40%
04/29/2021,84.62,84.795,84.83,84.71,0.01K,0.00%
04/28/2021,84.62,84.795,84.835,84.71,0.01K,0.00%
04/27/2021,84.62,84.795,84.83,84.71,0.01K,0.00%
04/26/2021,84.62,84.795,84.835,84.71,0.01K,0.53%
04/23/2021,84.17,84.7,84.8,84.53,0.00K,-0.40%
04/22/2021,84.51,84.795,84.84,84.655,0.01K,0.14%
04/21/2021,84.39,84.795,84.85,84.595,0.01K,-0.14%
04/20/2021,84.51,84.795,84.84,84.655,0.01K,0.00%
04/19/2021,84.51,84.795,84.84,84.655,0.01K,0.27%
04/16/2021,84.28,84.745,84.875,84.575,0.00K,-0.40%
04/15/2021,84.62,84.795,84.83,84.71,0.01K,0.00%
04/13/2021,84.62,84.795,84.835,84.71,0.01K,0.32%
04-12-21,84.35,84.795,85,84.48,0.01K,0.23%
04-09-21,84.16,84.755,84.755,84.675,0.00K,-0.32%
04-08-21,84.43,84.795,84.85,84.615,0.01K,-0.22%
04-07-21,84.62,84.8,84.835,84.71,0.00K,0.00%
04-06-21,84.62,84.795,84.83,84.71,0.01K,0.27%
04-05-21,84.39,84.795,84.915,84.5,0.01K,0.23%
04-02-21,84.2,84.71,84.745,84.585,0.00K,-0.40%
04-01-21,84.54,84.795,84.92,84.585,0.01K,0.20%
03/31/2021,84.37,84.795,84.92,84.585,0.01K,-0.09%
03/30/2021,84.45,84.775,84.79,84.775,0.00K,-0.20%
03/29/2021,84.62,84.795,84.83,84.71,0.00K,0.70%
03/26/2021,84.03,84.655,84.675,84.53,0.00K,-0.50%
03/25/2021,84.45,84.795,84.84,84.625,0.01K,-0.13%
03/24/2021,84.56,84.795,84.84,84.68,0.01K,0.23%
03/23/2021,84.37,84.805,84.905,84.585,0.02K,-0.02%
03/22/2021,84.39,84.795,84.86,84.595,0.01K,0.30%
03/19/2021,84.14,84.675,84.82,84.52,0.01K,-0.05%
03/18/2021,84.18,84.795,84.95,84.49,0.01K,-0.72%
03/16/2021,84.79,84.795,84.795,84.795,,0.40%
03/15/2021,84.45,84.795,84.845,84.625,0.01K,-0.18%
03-12-21,84.6,84.715,84.885,84.43,0.01K,0.07%
03-11-21,84.54,84.805,84.845,84.67,0.01K,0.00%
03-10-21,84.54,84.805,84.86,84.67,0.01K,-0.06%
03-09-21,84.59,84.795,84.865,84.695,0.01K,0.00%
03-08-21,84.59,84.805,84.975,84.695,0.01K,-0.04%
03-05-21,84.62,84.665,84.885,84.665,0.00K,-0.20%
03-04-21,84.79,84.805,84.805,84.795,0.01K,0.40%
03-03-21,84.45,84.805,84.85,84.625,0.01K,0.00%
03-02-21,84.45,84.805,84.895,84.625,0.01K,0.46%
03-01-21,84.06,84.805,84.975,84.43,0.01K,-0.66%
02/26/2021,84.62,84.885,84.885,84.885,,-0.20%
02/25/2021,84.79,84.795,84.805,84.795,0.00K,0.20%
02/24/2021,84.62,84.805,84.83,84.71,0.01K,0.30%
02/23/2021,84.37,84.805,84.87,84.485,0.01K,0.24%
02/22/2021,84.17,84.795,84.91,84.485,0.01K,-0.12%
02/19/2021,84.27,84.665,84.73,84.58,0.00K,-0.20%
02/18/2021,84.44,84.795,84.84,84.62,0.01K,-0.14%
02/17/2021,84.56,84.795,84.84,84.68,0.01K,0.54%
02/16/2021,84.11,84.805,84.865,84.455,0.01K,-0.61%
02/15/2021,84.63,84.795,84.905,84.51,0.01K,0.49%
02-12-21,84.22,84.685,84.7,84.6,0.00K,-0.38%
02-11-21,84.54,84.795,84.875,84.585,0.01K,-0.29%
02-10-21,84.79,84.805,84.805,84.795,0.01K,0.50%
02-09-21,84.37,84.805,84.875,84.585,0.01K,-0.08%
02-08-21,84.44,84.795,84.97,84.415,0.01K,0.49%
02-05-21,84.03,84.725,84.84,84.47,0.01K,-0.60%
02-04-21,84.54,84.805,84.855,84.67,0.01K,0.31%
02-03-21,84.28,84.805,84.915,84.54,0.01K,-0.20%
02-02-21,84.45,84.805,85.055,84.585,0.01K,-0.40%
02-01-21,84.79,84.805,84.805,84.795,0.01K,0.50%
01/29/2021,84.37,84.83,84.84,84.83,0.00K,-0.20%
01/28/2021,84.54,84.805,84.855,84.67,0.01K,-0.05%
01/27/2021,84.58,84.805,84.835,84.69,0.01K,0.53%
01/26/2021,84.13,84.805,84.855,84.465,0.01K,-0.19%
01/25/2021,84.29,84.805,84.885,84.545,0.01K,0.17%
01/22/2021,84.15,84.695,84.9,84.625,0.01K,-0.75%
01/21/2021,84.79,84.805,84.805,84.795,0.01K,0.59%
01/20/2021,84.29,84.795,84.95,84.545,0.01K,0.01%
01/19/2021,84.28,84.805,84.955,84.54,0.01K,-0.61%
01/18/2021,84.8,84.795,84.805,84.795,0.01K,0.62%
01/14/2021,84.28,84.805,84.965,84.54,0.01K,0.15%
01/13/2021,84.15,84.795,84.99,84.475,0.02K,-0.17%
01-12-21,84.29,84.795,84.94,84.545,0.01K,0.01%
01-11-21,84.28,84.795,84.955,84.455,0.01K,-0.06%
01-08-21,84.33,84.765,84.765,84.765,,0.00%
01-07-21,84.33,84.805,84.99,84.54,0.02K,-0.54%
01-06-21,84.79,84.795,84.805,84.795,0.00K,0.59%
01-05-21,84.29,84.805,84.935,84.525,0.01K,0.05%
01-04-21,84.25,84.805,84.935,84.48,0.01K,-0.96%
01-01-21,85.069,85.069,85.069,85.069,,0.95%
12/31/2020,84.27,84.575,84.62,84.47,0.01K,-0.21%
12/30/2020,84.45,84.805,84.885,84.625,0.01K,-0.01%
12/29/2020,84.46,84.795,84.885,84.63,0.01K,-0.04%
12/28/2020,84.49,84.805,84.95,84.625,0.01K,-0.02%
12/24/2020,84.51,84.805,84.955,84.655,0.01K,0.07%
12/23/2020,84.45,84.795,84.95,84.585,0.01K,0.09%
12/22/2020,84.37,84.795,84.94,84.585,0.01K,0.06%
12/21/2020,84.32,84.795,84.955,84.54,0.01K,0.17%
12/18/2020,84.18,84.835,84.865,84.61,0.00K,-0.53%
12/17/2020,84.63,84.805,84.92,84.715,0.01K,0.24%
12/16/2020,84.43,84.815,84.825,84.76,0.00K,-0.13%
12/15/2020,84.54,84.795,84.935,84.595,0.01K,0.18%
12/14/2020,84.39,84.795,84.925,84.54,0.01K,-0.13%
12-11-20,84.5,84.715,84.765,84.55,0.01K,0.06%
12-10-20,84.45,84.79,84.925,84.6,0.01K,-0.01%
12-09-20,84.46,84.795,84.915,84.6,0.01K,0.07%
12-08-20,84.4,84.795,84.92,84.6,0.01K,-0.06%
12-07-20,84.45,84.805,85.045,84.49,0.01K,0.32%
12-04-20,84.18,84.79,84.9,84.65,0.01K,-0.25%
12-03-20,84.39,84.805,84.995,84.485,0.01K,0.04%
12-02-20,84.36,84.805,84.985,84.54,0.01K,0.00%
12-01-20,84.36,84.805,84.975,84.58,0.02K,-0.12%
11/30/2020,84.46,84.795,84.98,84.63,0.01K,0.01%
11/27/2020,84.45,84.725,84.735,84.64,0.00K,-0.40%
11/26/2020,84.79,84.795,84.805,84.795,0.01K,0.39%
11/25/2020,84.46,84.805,84.835,84.63,0.01K,0.01%
11/24/2020,84.45,84.805,84.84,84.625,0.01K,0.05%
11/23/2020,84.41,84.795,85.015,84.35,0.01K,-0.18%
11/20/2020,84.565,84.695,84.73,84.53,0.00K,0.28%
11/19/2020,84.33,84.805,85.005,84.46,0.01K,0.05%
11/18/2020,84.29,84.795,85.005,84.435,0.01K,0.11%
11/17/2020,84.2,84.805,84.95,84.5,0.01K,-0.30%
11/16/2020,84.45,84.795,85.06,84.605,0.01K,0.05%
11/13/2020,84.41,84.915,84.915,84.865,0.00K,0.05%
11-12-20,84.37,84.795,85.05,84.575,0.01K,-0.04%
11-11-20,84.4,84.795,85,84.505,0.01K,0.01%
11-10-20,84.39,84.795,84.95,84.54,0.01K,-0.05%
11-09-20,84.43,84.805,84.935,84.6,0.01K,0.07%
11-06-20,84.37,84.795,84.805,84.72,0.00K,-0.07%
11-05-20,84.43,84.8,84.93,84.615,0.01K,0.25%
11-04-20,84.22,84.795,84.965,84.485,0.01K,-0.67%
11-03-20,84.79,84.805,84.805,84.795,0.01K,0.74%
11-02-20,84.17,84.795,85.02,84.485,0.01K,-0.14%
10/30/2020,84.29,84.875,84.895,84.745,0.00K,-0.33%
10/29/2020,84.57,84.795,84.99,84.685,0.01K,0.50%
10/28/2020,84.15,84.795,84.99,84.46,0.01K,-0.37%
10/27/2020,84.46,84.795,84.855,84.63,0.01K,-0.20%
10/26/2020,84.63,84.725,84.745,84.725,0.00K,0.00%
10/23/2020,84.63,84.83,84.86,84.83,0.00K,0.00%
10/22/2020,84.63,84.795,84.905,84.715,0.02K,0.00%
10/21/2020,84.63,84.805,85.015,84.715,0.02K,0.00%
10/20/2020,84.63,84.805,85.015,84.715,0.02K,0.00%
10/19/2020,84.63,84.795,84.955,84.715,0.01K,0.00%
10/16/2020,84.63,84.81,84.83,84.81,0.00K,0.00%
10/15/2020,84.63,84.805,84.885,84.715,0.01K,0.00%
10/14/2020,84.63,84.795,84.895,84.715,0.01K,0.00%
10/13/2020,84.63,84.795,84.915,84.715,0.02K,-0.19%
10-12-20,84.79,84.795,84.795,84.795,,0.19%
10-09-20,84.63,84.75,84.79,84.75,0.01K,0.00%
10-08-20,84.63,84.795,84.875,84.715,0.01K,0.00%
10-07-20,84.63,84.795,84.895,84.715,0.01K,0.00%
10-06-20,84.63,84.8,84.89,84.715,0.01K,0.00%
10-05-20,84.63,84.795,84.87,84.715,0.01K,0.00%
10-02-20,84.63,84.78,84.83,84.78,0.01K,0.00%
10-01-20,84.63,84.795,84.86,84.715,0.01K,-0.19%
09/30/2020,84.79,84.805,84.81,84.795,0.01K,0.19%
09/29/2020,84.63,84.795,85.015,84.715,0.01K,0.00%
09/28/2020,84.63,84.795,85.015,84.715,0.08K,0.00%
09/25/2020,84.63,84.77,84.81,84.77,0.01K,0.00%
09/24/2020,84.63,84.795,84.845,84.715,0.01K,0.00%
09/23/2020,84.63,84.805,84.895,84.715,0.01K,0.00%
09/22/2020,84.63,84.795,84.865,84.715,0.01K,0.00%
09/21/2020,84.63,84.805,84.865,84.715,0.01K,0.00%
09/18/2020,84.63,84.79,84.79,84.75,0.01K,-0.20%
09/17/2020,84.8,84.805,84.805,84.795,0.00K,0.20%
09/16/2020,84.63,84.795,84.875,84.715,0.01K,0.00%
09/15/2020,84.63,84.795,84.955,84.715,0.01K,0.00%
09/14/2020,84.63,84.75,84.945,84.715,0.01K,0.00%
09-11-20,84.63,84.81,84.88,84.81,0.01K,0.00%
09-10-20,84.63,84.795,84.895,84.715,0.01K,0.00%
09-09-20,84.63,84.81,84.905,84.715,0.02K,0.00%
09-08-20,84.63,84.795,84.985,84.715,0.01K,-0.20%
09-07-20,84.8,84.795,84.805,84.795,0.01K,0.20%
09-04-20,84.63,84.86,84.9,84.75,0.01K,0.00%
09-03-20,84.63,84.81,84.935,84.715,0.02K,0.00%
09-02-20,84.63,84.795,84.875,84.715,0.01K,0.00%
09-01-20,84.63,84.795,84.895,84.715,0.01K,0.00%
08/31/2020,84.63,84.795,84.965,84.715,0.02K,0.00%
08/28/2020,84.63,84.82,84.88,84.82,0.01K,0.00%
08/27/2020,84.63,84.795,84.9,84.715,0.01K,0.00%
08/26/2020,84.63,84.795,84.89,84.715,0.01K,0.00%
08/25/2020,84.63,84.79,84.965,84.715,0.01K,0.00%
08/24/2020,84.63,84.795,84.96,84.715,0.01K,0.00%
08/21/2020,84.63,84.77,84.81,84.77,0.01K,0.00%
08/20/2020,84.63,84.76,84.855,84.715,0.02K,0.00%
08/19/2020,84.63,84.795,84.86,84.715,0.01K,0.00%
08/18/2020,84.63,84.795,84.91,84.715,0.01K,0.00%
08/17/2020,84.63,84.9,84.94,84.715,0.01K,0.00%
08/13/2020,84.63,84.875,84.985,84.79,0.01K,0.00%
08-12-20,84.63,84.875,84.905,84.79,0.01K,0.00%
08-11-20,84.63,84.83,84.93,84.83,0.01K,0.00%
08-10-20,84.63,84.835,84.915,84.755,0.01K,0.00%
08-07-20,84.63,84.79,84.82,84.79,0.00K,0.00%
08-06-20,84.63,84.795,84.885,84.715,0.01K,0.00%
08-05-20,84.63,84.795,84.87,84.715,0.01K,0.00%
08-04-20,84.63,84.795,84.83,84.715,0.01K,0.00%
08-03-20,84.63,84.795,84.87,84.715,0.01K,0.00%
07/31/2020,84.63,84.78,84.82,84.78,0.01K,0.00%
07/30/2020,84.63,84.795,84.86,84.715,0.01K,0.00%
07/29/2020,84.63,84.79,84.88,84.715,0.01K,0.00%
07/28/2020,84.63,84.795,84.87,84.715,0.01K,0.00%
07/27/2020,84.63,84.795,84.84,84.715,0.01K,0.00%
07/24/2020,84.63,84.8,84.85,84.8,0.01K,0.00%
07/23/2020,84.63,84.76,84.88,84.715,0.01K,0.00%
07/22/2020,84.63,84.795,84.84,84.715,0.01K,0.00%
07/21/2020,84.63,84.795,84.85,84.715,0.01K,0.00%
07/20/2020,84.63,84.795,84.88,84.715,0.01K,0.00%
07/17/2020,84.63,84.78,84.78,84.78,,0.00%
07/16/2020,84.63,84.795,84.85,84.715,0.01K,0.00%
07/15/2020,84.63,84.795,84.84,84.715,0.01K,0.00%
07/14/2020,84.63,84.795,84.86,84.715,0.01K,0.00%
07/13/2020,84.63,84.795,84.84,84.715,0.01K,-0.12%
07-10-20,84.73,84.92,84.95,84.92,0.00K,0.00%
07-09-20,84.73,84.805,84.945,84.765,0.01K,0.00%
07-08-20,84.73,84.795,84.905,84.765,0.01K,-0.07%
07-07-20,84.79,84.9,84.965,84.765,0.01K,0.07%
07-06-20,84.73,84.795,84.95,84.765,0.01K,-0.13%
07-02-20,84.84,84.845,84.925,84.845,0.00K,0.13%
06/30/2020,84.73,84.845,84.98,84.79,0.01K,0.00%
06/29/2020,84.73,84.845,84.965,84.79,0.01K,0.00%
06/26/2020,84.73,84.89,84.91,84.89,0.00K,0.00%
06/25/2020,84.73,84.825,84.925,84.79,0.01K,0.00%
06/24/2020,84.73,84.825,84.97,84.79,0.01K,0.00%
06/23/2020,84.73,84.875,85.04,84.79,0.02K,0.00%
06/22/2020,84.73,84.925,85.065,84.815,0.02K,0.00%
06/19/2020,84.73,84.9,84.94,84.9,0.01K,0.00%
06/18/2020,84.73,84.945,85.045,84.815,0.01K,0.00%
06/17/2020,84.73,84.945,85.045,84.84,0.02K,0.00%
06/16/2020,84.73,84.945,85.025,84.84,0.01K,0.00%
06/15/2020,84.73,84.945,85.045,84.84,0.02K,-0.25%
06-11-20,84.94,84.945,85.025,84.84,0.01K,0.25%
06-10-20,84.73,84.945,84.995,84.84,0.01K,0.00%
06-09-20,84.73,84.945,85.055,84.84,0.02K,0.00%
06-08-20,84.73,84.945,85.115,84.84,0.02K,0.00%
06-05-20,84.73,84.96,85.07,84.91,0.01K,0.00%
06-04-20,84.73,84.92,85.055,84.84,0.02K,0.00%
06-03-20,84.73,84.945,85.025,84.84,0.02K,-0.06%
06-02-20,84.78,84.945,84.985,84.865,0.01K,0.06%
06-01-20,84.73,84.945,84.995,84.84,0.01K,0.00%
05/29/2020,84.73,84.86,84.97,84.86,0.01K,0.00%
05/28/2020,84.73,84.945,85.025,84.84,0.01K,-0.06%
05/27/2020,84.78,84.945,85.355,84.84,0.02K,0.06%
05/26/2020,84.73,85.17,85.29,85.17,0.02K,0.00%
05/22/2020,84.73,85.06,85.17,85.06,0.01K,0.00%
05/21/2020,84.73,84.96,85.06,84.96,0.01K,0.00%
05/20/2020,84.73,84.945,85.055,84.84,0.02K,0.00%
05/19/2020,84.73,84.945,85.125,84.84,0.01K,-0.25%
05/18/2020,84.94,84.945,84.945,84.945,,0.25%
05/15/2020,84.73,84.95,85.02,84.87,0.01K,0.00%
05/14/2020,84.73,84.945,85.045,84.84,0.02K,0.00%
05/13/2020,84.73,84.945,85.015,84.84,0.02K,0.00%
05-12-20,84.73,84.945,85.445,84.84,0.02K,0.00%
05-11-20,84.73,84.945,85.095,84.84,0.02K,-0.04%
05-08-20,84.76,84.98,85.045,84.98,0.01K,0.00%
05-07-20,84.76,85.04,85.155,84.84,0.02K,0.04%
05-06-20,84.73,84.96,85.03,84.96,0.01K,0.00%
05-05-20,84.73,84.945,85.055,84.495,0.02K,0.00%
05-04-20,84.73,84.945,85.065,84.84,0.02K,-0.06%
05-01-20,84.78,84.985,85.035,84.985,0.01K,0.00%
04/30/2020,84.78,84.945,85.095,84.84,0.02K,0.06%
04/29/2020,84.73,84.87,85.115,84.84,0.03K,0.00%
04/28/2020,84.73,84.945,84.975,84.84,0.01K,0.00%
04/27/2020,84.73,84.945,85.015,84.84,0.01K,-0.04%
04/24/2020,84.76,84.985,85.015,84.965,0.01K,0.00%
04/23/2020,84.76,84.945,85.065,84.855,0.02K,0.04%
04/22/2020,84.73,84.945,85.055,84.84,0.01K,0.00%
04/21/2020,84.73,84.945,85.025,84.84,0.01K,0.00%
04/20/2020,84.73,84.945,85.035,84.81,0.01K,0.00%
04/17/2020,84.73,84.9,84.97,84.87,0.01K,0.00%
04/16/2020,84.73,84.92,85.035,84.81,0.01K,0.00%
04/15/2020,84.73,84.945,85.035,84.8,0.01K,0.09%
04/14/2020,84.65,84.96,85.03,84.89,0.01K,0.00%
